snpId;chromosome;position;DSI;DPI;diseaseId;diseaseName;diseaseType;diseaseClass;diseaseSemanticType;score;EI;YearInitial;YearFinal;pmid;source
rs63750861;14;73192732;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2015;11524469;UNIPROT
rs63750861;14;73192732;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2015;26280335;UNIPROT
rs63750861;14;73192732;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2015;11524469;UNIPROT
rs63750863;14;73198112;821;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2008;2008;18028191;BEFREE
rs63750883;14;73217165;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750883;14;73217165;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750883;14;73217165;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750886;14;73198072;801;179;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;2016;2016;26608390;BEFREE
rs63750886;14;73198072;801;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2003;2003;12493737;UNIPROT
rs63750886;14;73198072;801;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2003;2003;12493737;BEFREE
rs63750886;14;73198072;801;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2003;2003;12493737;UNIPROT
rs63750886;14;73198072;801;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2003;2003;12493737;UNIPROT
rs63750886;14;73198072;801;179;C4015781;ALZHEIMER DISEASE, FAMILIAL, 3, WITH UNUSUAL PLAQUES;phenotype;;Finding;0,7;;2003;2003;12493737;CLINVAR
rs63750900;14;73198067;784;179;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2006;20301414;CLINVAR
rs63750900;14;73198067;784;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63750900;14;73198067;784;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63750900;14;73198067;784;179;C1847200;ALZHEIMER DISEASE 4;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2006;16267640;CLINVAR
rs63750900;14;73198067;784;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63750907;14;73173667;801;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750907;14;73173667;801;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750907;14;73173667;801;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2016;2016;25812849;BEFREE
rs63750907;14;73173667;801;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;1999;10441572;UNIPROT
rs63750921;21;25891820;784;179;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2015;2015;24880964;BEFREE
rs63750929;14;73217177;821;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750929;14;73217177;821;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;0;2008;2008;18525293;BEFREE
rs63750929;14;73217177;821;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;2008;2017;28131463;BEFREE
rs63750929;14;73217177;821;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750929;14;73217177;821;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;2008;2017;18525293;BEFREE
rs63750929;14;73217177;821;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750941;14;73211907;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750941;14;73211907;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750941;14;73211907;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63750963;14;73186884;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1998;1998;9833068;UNIPROT
rs63750963;14;73186884;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1998;1998;9833068;UNIPROT
rs63750963;14;73186884;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1998;1998;9833068;UNIPROT
rs63750964;14;73198042;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2015;26280335;UNIPROT
rs63750964;14;73198042;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2015;26280335;UNIPROT
rs63750964;14;73198042;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2015;11524469;UNIPROT
rs63750964;14;73198042;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2015;11524469;UNIPROT
rs63750964;14;73198042;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2015;26280335;UNIPROT
rs63750964;14;73198042;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2015;11524469;UNIPROT
rs63750973;21;25891792;784;107;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2005;15668448;UNIPROT
rs63750973;21;25891792;784;107;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;2000;2005;15668448;UNIPROT
rs63750973;21;25891792;784;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2000;2008;11063718;UNIPROT
rs63750973;21;25891792;784;107;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2005;11063718;UNIPROT
rs63750973;21;25891792;784;107;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2005;15668448;CLINVAR
rs63750973;21;25891792;784;107;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2005;11063718;CLINVAR
rs63750973;21;25891792;784;107;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;2000;2005;15668448;UNIPROT
rs63750973;21;25891792;784;107;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;2008;2008;18430735;BEFREE
rs63750973;21;25891792;784;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2000;2008;15668448;UNIPROT
rs63750973;21;25891792;784;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2000;2008;11063718;BEFREE
rs63750973;21;25891792;784;107;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;2000;2005;11063718;UNIPROT
rs63750973;21;25891792;784;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2000;2008;17112635;BEFREE
rs63750973;21;25891792;784;107;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;2000;2005;11063718;UNIPROT
rs63751019;14;73198066;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63751019;14;73198066;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63751019;14;73198066;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63751019;14;73198066;846;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2004;2004;15205973;BEFREE
rs63751024;14;73192793;821;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1997;1999;9172170;UNIPROT
rs63751024;14;73192793;821;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2015;2015;25174650;BEFREE
rs63751024;14;73192793;821;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1997;1999;10441572;UNIPROT
rs63751024;14;73192793;821;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1997;1999;10441572;UNIPROT
rs63751024;14;73192793;821;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1997;1999;9172170;UNIPROT
rs63751024;14;73192793;821;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1997;1999;9172170;UNIPROT
rs63751024;14;73192793;821;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1997;1999;10441572;UNIPROT
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;7550356;CLINVAR
rs63751037;14;73173642;756;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1995;2000;7550356;UNIPROT
rs63751037;14;73173642;756;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1995;2000;7550356;UNIPROT
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;9126060;CLINVAR
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;12810495;CLINVAR
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;10631141;UNIPROT
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;9728730;CLINVAR
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;20301414;CLINVAR
rs63751037;14;73173642;756;143;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;0;1997;1997;9126060;BEFREE
rs63751037;14;73173642;756;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1995;2000;10631141;UNIPROT
rs63751037;14;73173642;756;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1995;2000;10631141;UNIPROT
rs63751037;14;73173642;756;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;1998;2003;12752408;BEFREE
rs63751037;14;73173642;756;143;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,02;1;1998;2003;9728730;BEFREE
rs63751037;14;73173642;756;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1993;2003;7550356;UNIPROT
rs63751037;14;73173642;756;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2003;2003;12810495;BEFREE
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;10821838;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;20301414;CLINVAR
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;1415269;CLINVAR
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;11528419;UNIPROT
rs63751039;21;25891855;744;179;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1992;2001;11528419;UNIPROT
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;22118948;BEFREE
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;17448150;BEFREE
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;21880397;BEFREE
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;15502844;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;24252272;BEFREE
rs63751039;21;25891855;744;179;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;2006;2006;16817891;BEFREE
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;15502844;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;24517102;BEFREE
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;11528419;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;11528419;UNIPROT
rs63751039;21;25891855;744;179;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;1992;2001;1415269;UNIPROT
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;1415269;UNIPROT
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;18413473;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;19329229;BEFREE
rs63751039;21;25891855;744;179;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1992;2001;11528419;UNIPROT
rs63751039;21;25891855;744;179;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;1992;2001;1415269;UNIPROT
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;11528419;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;11528419;BEFREE
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;1415269;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;1415269;UNIPROT
rs63751039;21;25891855;744;179;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,8;;1992;2008;18413473;CLINVAR
rs63751039;21;25891855;744;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,87;1;1992;2015;10821838;CLINVAR
rs63751068;14;73186920;821;107;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2004;20301414;CLINVAR
rs63751068;14;73186920;821;107;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1993;2004;15122701;CLINVAR
rs63751071;14;73173656;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2004;2004;14570818;BEFREE
rs63751072;14;73192761;1;71;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2003;2003;12885573;BEFREE
rs63751092;17;44349441;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2010;2010;20142525;BEFREE
rs63751106;14;73173643;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;1999;8634712;UNIPROT
rs63751106;14;73173643;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;1999;8634712;UNIPROT
rs63751106;14;73173643;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1996;1999;10441572;UNIPROT
rs63751106;14;73173643;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1996;1999;10441572;UNIPROT
rs63751106;14;73173643;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;1999;10441572;UNIPROT
rs63751106;14;73173643;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1996;1999;8634712;UNIPROT
rs63751122;21;25891765;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,73;1;2000;2013;12048239;BEFREE
rs63751122;21;25891765;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,73;1;2000;2013;22510327;BEFREE
rs63751122;21;25891765;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,73;1;2000;2013;22874668;BEFREE
rs63751122;21;25891765;801;107;C1863053;Alzheimer Disease, Early-Onset, With Cerebral Amyloid Angiopathy;disease;"C10;F03";Disease or Syndrome;0,7;;2000;2000;10665499;UNIPROT
rs63751122;21;25891765;801;107;C1863052;ALZHEIMER DISEASE, FAMILIAL, 1;disease;"C10;F03";Disease or Syndrome;0,7;;2000;2000;10665499;UNIPROT
rs63751122;21;25891765;801;107;C3549448;ALZHEIMER DISEASE, PROTECTION AGAINST;disease;;Disease or Syndrome;0,7;;2000;2000;10665499;UNIPROT
rs63751122;21;25891765;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,73;1;2000;2013;10665499;UNIPROT
rs63751139;14;73198115;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1995;1995;7651536;UNIPROT
rs63751139;14;73198115;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1995;1995;7651536;UNIPROT
rs63751139;14;73198115;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1995;1995;7651536;UNIPROT
rs63751141;14;73170984;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2000;2000;11027672;UNIPROT
rs63751141;14;73170984;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2000;11027672;UNIPROT
rs63751141;14;73170984;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2000;2000;11027672;CLINVAR
rs63751141;14;73170984;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2000;2000;11027672;UNIPROT
rs63751144;14;73186892;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2003;2003;12484344;UNIPROT
rs63751144;14;73186892;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2003;2003;12484344;UNIPROT
rs63751144;14;73186892;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;2003;2003;12484344;CLINVAR
rs63751144;14;73186892;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2003;2003;12484344;UNIPROT
rs63751163;14;73192844;801;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;1998;;UNIPROT
rs63751163;14;73192844;801;179;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63751163;14;73192844;801;179;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;;;;UNIPROT
rs63751163;14;73192844;801;179;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;1998;9436726;CLINVAR
rs63751163;14;73192844;801;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;1998;2000;9436726;BEFREE
rs63751163;14;73192844;801;179;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,01;1;1998;1998;9436726;BEFREE
rs63751163;14;73192844;801;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;1998;2000;10658639;BEFREE
rs63751164;14;73211874;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751164;14;73211874;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751164;14;73211874;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751174;14;73211886;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751174;14;73211886;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751174;14;73211886;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;2001;2001;11524469;UNIPROT
rs63751210;14;73186878;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1999;1999;9831473;UNIPROT
rs63751210;14;73186878;878;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1999;1999;9831473;UNIPROT
rs63751210;14;73186878;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,7;;1999;1999;9831473;UNIPROT
rs63751223;14;73219161;846;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2007;2007;17553989;BEFREE
rs63751223;14;73219161;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;1998;9521423;UNIPROT
rs63751223;14;73219161;846;143;C1843014;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Unusual Plaques;disease;"C10;C23;F03";Disease or Syndrome;0,7;;1998;1998;9521423;UNIPROT
rs63751223;14;73219161;846;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1998;1998;9521423;CLINVAR
rs63751223;14;73219161;846;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;1998;1998;9521423;UNIPROT
rs63751229;14;73198060;878;143;C1843013;Alzheimer disease, familial, type 3;disease;"C10;F03";Disease or Syndrome;0,8;;1995;1995;7550356;CLINVAR
rs63751229;14;73198060;878;143;C1843015;Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia;disease;"C10;C23;F01;F03";Disease or Syndrome;0,7;;;;;UNIPROT
